[[0, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[14, 35, 16, 37, 42, 50, 52, 44, 51, 53, 54]
[14, 35, 16, 37, 42, 49, 50, 52, 51, 53, 54]
[14, 35, 16, 37, 49, 43, 50, 52, 44, 51, 53]
[14, 35, 16, 37, 49, 43, 50, 52, 44, 51, 54]
[14, 35, 16, 37, 49, 43, 50, 44, 51, 53, 54]
[14, 35, 16, 37, 49, 43, 50, 52, 44, 53, 54]
[14, 35, 16, 37, 49, 43, 52, 44, 51, 53, 54]
[14, 35, 16, 37, 43, 50, 52, 44, 51, 53, 54]
[14, 35, 16, 37, 49, 43, 50, 52, 51, 53, 54]
[14, 35, 16, 37, 49, 50, 52, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 39, 44]
[14, 35, 40, 16, 42, 49, 38, 43, 39, 44, 51]
[14, 35, 40, 16, 42, 49, 38, 43, 52, 39, 44]
[14, 35, 40, 16, 42, 49, 38, 43, 39, 44, 53]
[14, 35, 40, 16, 42, 49, 38, 43, 39, 44, 54]
[14, 35, 40, 16, 42, 38, 43, 50, 39, 44, 51]
[14, 35, 40, 16, 42, 38, 43, 50, 52, 39, 44]
[14, 35, 40, 16, 42, 38, 43, 50, 39, 44, 53]
[14, 35, 40, 16, 42, 38, 43, 50, 39, 44, 54]
[14, 35, 40, 16, 42, 38, 43, 52, 39, 44, 51]
[14, 35, 40, 16, 42, 38, 43, 39, 44, 51, 53]
[14, 35, 40, 16, 42, 38, 43, 39, 44, 51, 54]
[14, 35, 40, 16, 42, 38, 43, 52, 39, 44, 53]
[14, 35, 40, 16, 42, 38, 43, 52, 39, 44, 54]
[14, 35, 40, 16, 42, 38, 43, 39, 44, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 39, 51]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 52, 39]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 39, 53]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 39, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 52, 39, 51]
[14, 35, 40, 16, 42, 49, 38, 43, 39, 51, 53]
[14, 35, 40, 16, 42, 49, 38, 43, 39, 51, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 52, 39, 53]
[14, 35, 40, 16, 42, 49, 38, 43, 52, 39, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 39, 53, 54]
[14, 35, 40, 16, 42, 38, 43, 50, 52, 39, 51]
[14, 35, 40, 16, 42, 38, 43, 50, 39, 51, 53]
[14, 35, 40, 16, 42, 38, 43, 50, 39, 51, 54]
[14, 35, 40, 16, 42, 38, 43, 50, 52, 39, 53]
[14, 35, 40, 16, 42, 38, 43, 50, 52, 39, 54]
[14, 35, 40, 16, 42, 38, 43, 50, 39, 53, 54]
[14, 35, 40, 16, 42, 38, 43, 52, 39, 51, 53]
[14, 35, 40, 16, 42, 38, 43, 52, 39, 51, 54]
[14, 35, 40, 16, 42, 38, 43, 39, 51, 53, 54]
[14, 35, 40, 16, 42, 38, 43, 52, 39, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 50, 39, 44, 51]
[14, 35, 40, 16, 42, 49, 38, 50, 52, 39, 44]
[14, 35, 40, 16, 42, 49, 38, 50, 39, 44, 53]
[14, 35, 40, 16, 42, 49, 38, 50, 39, 44, 54]
[14, 35, 40, 16, 42, 49, 38, 52, 39, 44, 51]
[14, 35, 40, 16, 42, 49, 38, 39, 44, 51, 53]
[14, 35, 40, 16, 42, 49, 38, 39, 44, 51, 54]
[14, 35, 40, 16, 42, 49, 38, 52, 39, 44, 53]
[14, 35, 40, 16, 42, 49, 38, 52, 39, 44, 54]
[14, 35, 40, 16, 42, 49, 38, 39, 44, 53, 54]
[14, 35, 40, 16, 42, 38, 50, 52, 39, 44, 51]
[14, 35, 40, 16, 42, 38, 50, 39, 44, 51, 53]
[14, 35, 40, 16, 42, 38, 50, 39, 44, 51, 54]
[14, 35, 40, 16, 42, 38, 50, 52, 39, 44, 53]
[14, 35, 40, 16, 42, 38, 50, 52, 39, 44, 54]
[14, 35, 40, 16, 42, 38, 50, 39, 44, 53, 54]
[14, 35, 40, 16, 42, 38, 52, 39, 44, 51, 53]
[14, 35, 40, 16, 42, 38, 52, 39, 44, 51, 54]
[14, 35, 40, 16, 42, 38, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 38, 52, 39, 44, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 50, 52, 39, 51]
[14, 35, 40, 16, 42, 49, 38, 50, 39, 51, 53]
[14, 35, 40, 16, 42, 49, 38, 50, 39, 51, 54]
[14, 35, 40, 16, 42, 49, 38, 50, 52, 39, 53]
[14, 35, 40, 16, 42, 49, 38, 50, 52, 39, 54]
[14, 35, 40, 16, 42, 49, 38, 50, 39, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 52, 39, 51, 53]
[14, 35, 40, 16, 42, 49, 38, 52, 39, 51, 54]
[14, 35, 40, 16, 42, 49, 38, 39, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 52, 39, 53, 54]
[14, 35, 40, 16, 42, 38, 50, 52, 39, 51, 53]
[14, 35, 40, 16, 42, 38, 50, 52, 39, 51, 54]
[14, 35, 40, 16, 42, 38, 50, 39, 51, 53, 54]
[14, 35, 40, 16, 42, 38, 50, 52, 39, 53, 54]
[14, 35, 40, 16, 42, 38, 52, 39, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 43, 50, 39, 44, 51]
[14, 35, 40, 16, 49, 38, 43, 50, 52, 39, 44]
[14, 35, 40, 16, 49, 38, 43, 50, 39, 44, 53]
[14, 35, 40, 16, 49, 38, 43, 50, 39, 44, 54]
[14, 35, 40, 16, 49, 38, 43, 52, 39, 44, 51]
[14, 35, 40, 16, 49, 38, 43, 39, 44, 51, 53]
[14, 35, 40, 16, 49, 38, 43, 39, 44, 51, 54]
[14, 35, 40, 16, 49, 38, 43, 52, 39, 44, 53]
[14, 35, 40, 16, 49, 38, 43, 52, 39, 44, 54]
[14, 35, 40, 16, 49, 38, 43, 39, 44, 53, 54]
[14, 35, 40, 16, 38, 43, 50, 52, 39, 44, 51]
[14, 35, 40, 16, 38, 43, 50, 39, 44, 51, 53]
[14, 35, 40, 16, 38, 43, 50, 39, 44, 51, 54]
[14, 35, 40, 16, 38, 43, 50, 52, 39, 44, 53]
[14, 35, 40, 16, 38, 43, 50, 52, 39, 44, 54]
[14, 35, 40, 16, 38, 43, 50, 39, 44, 53, 54]
[14, 35, 40, 16, 38, 43, 52, 39, 44, 51, 53]
[14, 35, 40, 16, 38, 43, 52, 39, 44, 51, 54]
[14, 35, 40, 16, 38, 43, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 38, 43, 52, 39, 44, 53, 54]
[14, 35, 40, 16, 49, 38, 43, 50, 52, 39, 51]
[14, 35, 40, 16, 49, 38, 43, 50, 39, 51, 53]
[14, 35, 40, 16, 49, 38, 43, 50, 39, 51, 54]
[14, 35, 40, 16, 49, 38, 43, 50, 52, 39, 53]
[14, 35, 40, 16, 49, 38, 43, 50, 52, 39, 54]
[14, 35, 40, 16, 49, 38, 43, 50, 39, 53, 54]
[14, 35, 40, 16, 49, 38, 43, 52, 39, 51, 53]
[14, 35, 40, 16, 49, 38, 43, 52, 39, 51, 54]
[14, 35, 40, 16, 49, 38, 43, 39, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 43, 52, 39, 53, 54]
[14, 35, 40, 16, 38, 43, 50, 52, 39, 51, 53]
[14, 35, 40, 16, 38, 43, 50, 52, 39, 51, 54]
[14, 35, 40, 16, 38, 43, 50, 39, 51, 53, 54]
[14, 35, 40, 16, 38, 43, 50, 52, 39, 53, 54]
[14, 35, 40, 16, 38, 43, 52, 39, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 50, 52, 39, 44, 51]
[14, 35, 40, 16, 49, 38, 50, 39, 44, 51, 53]
[14, 35, 40, 16, 49, 38, 50, 39, 44, 51, 54]
[14, 35, 40, 16, 49, 38, 50, 52, 39, 44, 53]
[14, 35, 40, 16, 49, 38, 50, 52, 39, 44, 54]
[14, 35, 40, 16, 49, 38, 50, 39, 44, 53, 54]
[14, 35, 40, 16, 49, 38, 52, 39, 44, 51, 53]
[14, 35, 40, 16, 49, 38, 52, 39, 44, 51, 54]
[14, 35, 40, 16, 49, 38, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 52, 39, 44, 53, 54]
[14, 35, 40, 16, 38, 50, 52, 39, 44, 51, 53]
[14, 35, 40, 16, 38, 50, 52, 39, 44, 51, 54]
[14, 35, 40, 16, 38, 50, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 38, 50, 52, 39, 44, 53, 54]
[14, 35, 40, 16, 38, 52, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 50, 52, 39, 51, 53]
[14, 35, 40, 16, 49, 38, 50, 52, 39, 51, 54]
[14, 35, 40, 16, 49, 38, 50, 39, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 50, 52, 39, 53, 54]
[14, 35, 40, 16, 49, 38, 52, 39, 51, 53, 54]
[14, 35, 40, 16, 38, 50, 52, 39, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 43, 50, 39, 44, 51]
[14, 35, 16, 42, 49, 38, 43, 50, 52, 39, 44]
[14, 35, 16, 42, 49, 38, 43, 50, 39, 44, 53]
[14, 35, 16, 42, 49, 38, 43, 50, 39, 44, 54]
[14, 35, 16, 42, 49, 38, 43, 52, 39, 44, 51]
[14, 35, 16, 42, 49, 38, 43, 39, 44, 51, 53]
[14, 35, 16, 42, 49, 38, 43, 39, 44, 51, 54]
[14, 35, 16, 42, 49, 38, 43, 52, 39, 44, 53]
[14, 35, 16, 42, 49, 38, 43, 52, 39, 44, 54]
[14, 35, 16, 42, 49, 38, 43, 39, 44, 53, 54]
[14, 35, 16, 42, 38, 43, 50, 52, 39, 44, 51]
[14, 35, 16, 42, 38, 43, 50, 39, 44, 51, 53]
[14, 35, 16, 42, 38, 43, 50, 39, 44, 51, 54]
[14, 35, 16, 42, 38, 43, 50, 52, 39, 44, 53]
[14, 35, 16, 42, 38, 43, 50, 52, 39, 44, 54]
[14, 35, 16, 42, 38, 43, 50, 39, 44, 53, 54]
[14, 35, 16, 42, 38, 43, 52, 39, 44, 51, 53]
[14, 35, 16, 42, 38, 43, 52, 39, 44, 51, 54]
[14, 35, 16, 42, 38, 43, 39, 44, 51, 53, 54]
[14, 35, 16, 42, 38, 43, 52, 39, 44, 53, 54]
[14, 35, 16, 42, 49, 38, 43, 50, 52, 39, 51]
[14, 35, 16, 42, 49, 38, 43, 50, 39, 51, 53]
[14, 35, 16, 42, 49, 38, 43, 50, 39, 51, 54]
[14, 35, 16, 42, 49, 38, 43, 50, 52, 39, 53]
[14, 35, 16, 42, 49, 38, 43, 50, 52, 39, 54]
[14, 35, 16, 42, 49, 38, 43, 50, 39, 53, 54]
[14, 35, 16, 42, 49, 38, 43, 52, 39, 51, 53]
[14, 35, 16, 42, 49, 38, 43, 52, 39, 51, 54]
[14, 35, 16, 42, 49, 38, 43, 39, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 43, 52, 39, 53, 54]
[14, 35, 16, 42, 38, 43, 50, 52, 39, 51, 53]
[14, 35, 16, 42, 38, 43, 50, 52, 39, 51, 54]
[14, 35, 16, 42, 38, 43, 50, 39, 51, 53, 54]
[14, 35, 16, 42, 38, 43, 50, 52, 39, 53, 54]
[14, 35, 16, 42, 38, 43, 52, 39, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 50, 52, 39, 44, 51]
[14, 35, 16, 42, 49, 38, 50, 39, 44, 51, 53]
[14, 35, 16, 42, 49, 38, 50, 39, 44, 51, 54]
[14, 35, 16, 42, 49, 38, 50, 52, 39, 44, 53]
[14, 35, 16, 42, 49, 38, 50, 52, 39, 44, 54]
[14, 35, 16, 42, 49, 38, 50, 39, 44, 53, 54]
[14, 35, 16, 42, 49, 38, 52, 39, 44, 51, 53]
[14, 35, 16, 42, 49, 38, 52, 39, 44, 51, 54]
[14, 35, 16, 42, 49, 38, 39, 44, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 52, 39, 44, 53, 54]
[14, 35, 16, 42, 38, 50, 52, 39, 44, 51, 53]
[14, 35, 16, 42, 38, 50, 52, 39, 44, 51, 54]
[14, 35, 16, 42, 38, 50, 39, 44, 51, 53, 54]
[14, 35, 16, 42, 38, 50, 52, 39, 44, 53, 54]
[14, 35, 16, 42, 38, 52, 39, 44, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 50, 52, 39, 51, 53]
[14, 35, 16, 42, 49, 38, 50, 52, 39, 51, 54]
[14, 35, 16, 42, 49, 38, 50, 39, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 50, 52, 39, 53, 54]
[14, 35, 16, 42, 49, 38, 52, 39, 51, 53, 54]
[14, 35, 16, 42, 38, 50, 52, 39, 51, 53, 54]
[14, 35, 16, 49, 38, 43, 50, 52, 39, 44, 51]
[14, 35, 16, 49, 38, 43, 50, 39, 44, 51, 53]
[14, 35, 16, 49, 38, 43, 50, 39, 44, 51, 54]
[14, 35, 16, 49, 38, 43, 50, 52, 39, 44, 53]
[14, 35, 16, 49, 38, 43, 50, 52, 39, 44, 54]
[14, 35, 16, 49, 38, 43, 50, 39, 44, 53, 54]
[14, 35, 16, 49, 38, 43, 52, 39, 44, 51, 53]
[14, 35, 16, 49, 38, 43, 52, 39, 44, 51, 54]
[14, 35, 16, 49, 38, 43, 39, 44, 51, 53, 54]
[14, 35, 16, 49, 38, 43, 52, 39, 44, 53, 54]
[14, 35, 16, 38, 43, 50, 52, 39, 44, 51, 53]
[14, 35, 16, 38, 43, 50, 52, 39, 44, 51, 54]
[14, 35, 16, 38, 43, 50, 39, 44, 51, 53, 54]
[14, 35, 16, 38, 43, 50, 52, 39, 44, 53, 54]
[14, 35, 16, 38, 43, 52, 39, 44, 51, 53, 54]
[14, 35, 16, 49, 38, 43, 50, 52, 39, 51, 53]
[14, 35, 16, 49, 38, 43, 50, 52, 39, 51, 54]
[14, 35, 16, 49, 38, 43, 50, 39, 51, 53, 54]
[14, 35, 16, 49, 38, 43, 50, 52, 39, 53, 54]
[14, 35, 16, 49, 38, 43, 52, 39, 51, 53, 54]
[14, 35, 16, 38, 43, 50, 52, 39, 51, 53, 54]
[14, 35, 16, 49, 38, 50, 52, 39, 44, 51, 53]
[14, 35, 16, 49, 38, 50, 52, 39, 44, 51, 54]
[14, 35, 16, 49, 38, 50, 39, 44, 51, 53, 54]
[14, 35, 16, 49, 38, 50, 52, 39, 44, 53, 54]
[14, 35, 16, 49, 38, 52, 39, 44, 51, 53, 54]
[14, 35, 16, 38, 50, 52, 39, 44, 51, 53, 54]
[14, 35, 16, 49, 38, 50, 52, 39, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 44, 51]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 52, 44]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 44, 53]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 44, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 52, 44, 51]
[14, 35, 40, 16, 42, 49, 38, 43, 44, 51, 53]
[14, 35, 40, 16, 42, 49, 38, 43, 44, 51, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 52, 44, 53]
[14, 35, 40, 16, 42, 49, 38, 43, 52, 44, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 44, 53, 54]
[14, 35, 40, 16, 42, 38, 43, 50, 52, 44, 51]
[14, 35, 40, 16, 42, 38, 43, 50, 44, 51, 53]
[14, 35, 40, 16, 42, 38, 43, 50, 44, 51, 54]
[14, 35, 40, 16, 42, 38, 43, 50, 52, 44, 53]
[14, 35, 40, 16, 42, 38, 43, 50, 52, 44, 54]
[14, 35, 40, 16, 42, 38, 43, 50, 44, 53, 54]
[14, 35, 40, 16, 42, 38, 43, 52, 44, 51, 53]
[14, 35, 40, 16, 42, 38, 43, 52, 44, 51, 54]
[14, 35, 40, 16, 42, 38, 43, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 38, 43, 52, 44, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 52, 51]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 51, 53]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 51, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 52, 53]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 52, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 50, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 52, 51, 53]
[14, 35, 40, 16, 42, 49, 38, 43, 52, 51, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 43, 52, 53, 54]
[14, 35, 40, 16, 42, 38, 43, 50, 52, 51, 53]
[14, 35, 40, 16, 42, 38, 43, 50, 52, 51, 54]
[14, 35, 40, 16, 42, 38, 43, 50, 51, 53, 54]
[14, 35, 40, 16, 42, 38, 43, 50, 52, 53, 54]
[14, 35, 40, 16, 42, 38, 43, 52, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 50, 52, 44, 51]
[14, 35, 40, 16, 42, 49, 38, 50, 44, 51, 53]
[14, 35, 40, 16, 42, 49, 38, 50, 44, 51, 54]
[14, 35, 40, 16, 42, 49, 38, 50, 52, 44, 53]
[14, 35, 40, 16, 42, 49, 38, 50, 52, 44, 54]
[14, 35, 40, 16, 42, 49, 38, 50, 44, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 52, 44, 51, 53]
[14, 35, 40, 16, 42, 49, 38, 52, 44, 51, 54]
[14, 35, 40, 16, 42, 49, 38, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 52, 44, 53, 54]
[14, 35, 40, 16, 42, 38, 50, 52, 44, 51, 53]
[14, 35, 40, 16, 42, 38, 50, 52, 44, 51, 54]
[14, 35, 40, 16, 42, 38, 50, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 38, 50, 52, 44, 53, 54]
[14, 35, 40, 16, 42, 38, 52, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 50, 52, 51, 53]
[14, 35, 40, 16, 42, 49, 38, 50, 52, 51, 54]
[14, 35, 40, 16, 42, 49, 38, 50, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 50, 52, 53, 54]
[14, 35, 40, 16, 42, 49, 38, 52, 51, 53, 54]
[14, 35, 40, 16, 42, 38, 50, 52, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 43, 50, 52, 44, 51]
[14, 35, 40, 16, 49, 38, 43, 50, 44, 51, 53]
[14, 35, 40, 16, 49, 38, 43, 50, 44, 51, 54]
[14, 35, 40, 16, 49, 38, 43, 50, 52, 44, 53]
[14, 35, 40, 16, 49, 38, 43, 50, 52, 44, 54]
[14, 35, 40, 16, 49, 38, 43, 50, 44, 53, 54]
[14, 35, 40, 16, 49, 38, 43, 52, 44, 51, 53]
[14, 35, 40, 16, 49, 38, 43, 52, 44, 51, 54]
[14, 35, 40, 16, 49, 38, 43, 44, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 43, 52, 44, 53, 54]
[14, 35, 40, 16, 38, 43, 50, 52, 44, 51, 53]
[14, 35, 40, 16, 38, 43, 50, 52, 44, 51, 54]
[14, 35, 40, 16, 38, 43, 50, 44, 51, 53, 54]
[14, 35, 40, 16, 38, 43, 50, 52, 44, 53, 54]
[14, 35, 40, 16, 38, 43, 52, 44, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 43, 50, 52, 51, 53]
[14, 35, 40, 16, 49, 38, 43, 50, 52, 51, 54]
[14, 35, 40, 16, 49, 38, 43, 50, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 43, 50, 52, 53, 54]
[14, 35, 40, 16, 49, 38, 43, 52, 51, 53, 54]
[14, 35, 40, 16, 38, 43, 50, 52, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 50, 52, 44, 51, 53]
[14, 35, 40, 16, 49, 38, 50, 52, 44, 51, 54]
[14, 35, 40, 16, 49, 38, 50, 44, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 50, 52, 44, 53, 54]
[14, 35, 40, 16, 49, 38, 52, 44, 51, 53, 54]
[14, 35, 40, 16, 38, 50, 52, 44, 51, 53, 54]
[14, 35, 40, 16, 49, 38, 50, 52, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 43, 50, 52, 44, 51]
[14, 35, 16, 42, 49, 38, 43, 50, 44, 51, 53]
[14, 35, 16, 42, 49, 38, 43, 50, 44, 51, 54]
[14, 35, 16, 42, 49, 38, 43, 50, 52, 44, 53]
[14, 35, 16, 42, 49, 38, 43, 50, 52, 44, 54]
[14, 35, 16, 42, 49, 38, 43, 50, 44, 53, 54]
[14, 35, 16, 42, 49, 38, 43, 52, 44, 51, 53]
[14, 35, 16, 42, 49, 38, 43, 52, 44, 51, 54]
[14, 35, 16, 42, 49, 38, 43, 44, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 43, 52, 44, 53, 54]
[14, 35, 16, 42, 38, 43, 50, 52, 44, 51, 53]
[14, 35, 16, 42, 38, 43, 50, 52, 44, 51, 54]
[14, 35, 16, 42, 38, 43, 50, 44, 51, 53, 54]
[14, 35, 16, 42, 38, 43, 50, 52, 44, 53, 54]
[14, 35, 16, 42, 38, 43, 52, 44, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 43, 50, 52, 51, 53]
[14, 35, 16, 42, 49, 38, 43, 50, 52, 51, 54]
[14, 35, 16, 42, 49, 38, 43, 50, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 43, 50, 52, 53, 54]
[14, 35, 16, 42, 49, 38, 43, 52, 51, 53, 54]
[14, 35, 16, 42, 38, 43, 50, 52, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 50, 52, 44, 51, 53]
[14, 35, 16, 42, 49, 38, 50, 52, 44, 51, 54]
[14, 35, 16, 42, 49, 38, 50, 44, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 50, 52, 44, 53, 54]
[14, 35, 16, 42, 49, 38, 52, 44, 51, 53, 54]
[14, 35, 16, 42, 38, 50, 52, 44, 51, 53, 54]
[14, 35, 16, 42, 49, 38, 50, 52, 51, 53, 54]
[14, 35, 16, 49, 38, 43, 50, 52, 44, 51, 53]
[14, 35, 16, 49, 38, 43, 50, 52, 44, 51, 54]
[14, 35, 16, 49, 38, 43, 50, 44, 51, 53, 54]
[14, 35, 16, 49, 38, 43, 50, 52, 44, 53, 54]
[14, 35, 16, 49, 38, 43, 52, 44, 51, 53, 54]
[14, 35, 16, 38, 43, 50, 52, 44, 51, 53, 54]
[14, 35, 16, 49, 38, 43, 50, 52, 51, 53, 54]
[14, 35, 16, 49, 38, 50, 52, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 43, 50, 39, 44, 51]
[14, 35, 40, 16, 42, 49, 43, 50, 52, 39, 44]
[14, 35, 40, 16, 42, 49, 43, 50, 39, 44, 53]
[14, 35, 40, 16, 42, 49, 43, 50, 39, 44, 54]
[14, 35, 40, 16, 42, 49, 43, 52, 39, 44, 51]
[14, 35, 40, 16, 42, 49, 43, 39, 44, 51, 53]
[14, 35, 40, 16, 42, 49, 43, 39, 44, 51, 54]
[14, 35, 40, 16, 42, 49, 43, 52, 39, 44, 53]
[14, 35, 40, 16, 42, 49, 43, 52, 39, 44, 54]
[14, 35, 40, 16, 42, 49, 43, 39, 44, 53, 54]
[14, 35, 40, 16, 42, 43, 50, 52, 39, 44, 51]
[14, 35, 40, 16, 42, 43, 50, 39, 44, 51, 53]
[14, 35, 40, 16, 42, 43, 50, 39, 44, 51, 54]
[14, 35, 40, 16, 42, 43, 50, 52, 39, 44, 53]
[14, 35, 40, 16, 42, 43, 50, 52, 39, 44, 54]
[14, 35, 40, 16, 42, 43, 50, 39, 44, 53, 54]
[14, 35, 40, 16, 42, 43, 52, 39, 44, 51, 53]
[14, 35, 40, 16, 42, 43, 52, 39, 44, 51, 54]
[14, 35, 40, 16, 42, 43, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 43, 52, 39, 44, 53, 54]
[14, 35, 40, 16, 42, 49, 43, 50, 52, 39, 51]
[14, 35, 40, 16, 42, 49, 43, 50, 39, 51, 53]
[14, 35, 40, 16, 42, 49, 43, 50, 39, 51, 54]
[14, 35, 40, 16, 42, 49, 43, 50, 52, 39, 53]
[14, 35, 40, 16, 42, 49, 43, 50, 52, 39, 54]
[14, 35, 40, 16, 42, 49, 43, 50, 39, 53, 54]
[14, 35, 40, 16, 42, 49, 43, 52, 39, 51, 53]
[14, 35, 40, 16, 42, 49, 43, 52, 39, 51, 54]
[14, 35, 40, 16, 42, 49, 43, 39, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 43, 52, 39, 53, 54]
[14, 35, 40, 16, 42, 43, 50, 52, 39, 51, 53]
[14, 35, 40, 16, 42, 43, 50, 52, 39, 51, 54]
[14, 35, 40, 16, 42, 43, 50, 39, 51, 53, 54]
[14, 35, 40, 16, 42, 43, 50, 52, 39, 53, 54]
[14, 35, 40, 16, 42, 43, 52, 39, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 50, 52, 39, 44, 51]
[14, 35, 40, 16, 42, 49, 50, 39, 44, 51, 53]
[14, 35, 40, 16, 42, 49, 50, 39, 44, 51, 54]
[14, 35, 40, 16, 42, 49, 50, 52, 39, 44, 53]
[14, 35, 40, 16, 42, 49, 50, 52, 39, 44, 54]
[14, 35, 40, 16, 42, 49, 50, 39, 44, 53, 54]
[14, 35, 40, 16, 42, 49, 52, 39, 44, 51, 53]
[14, 35, 40, 16, 42, 49, 52, 39, 44, 51, 54]
[14, 35, 40, 16, 42, 49, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 52, 39, 44, 53, 54]
[14, 35, 40, 16, 42, 50, 52, 39, 44, 51, 53]
[14, 35, 40, 16, 42, 50, 52, 39, 44, 51, 54]
[14, 35, 40, 16, 42, 50, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 50, 52, 39, 44, 53, 54]
[14, 35, 40, 16, 42, 52, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 50, 52, 39, 51, 53]
[14, 35, 40, 16, 42, 49, 50, 52, 39, 51, 54]
[14, 35, 40, 16, 42, 49, 50, 39, 51, 53, 54]
[14, 35, 40, 16, 42, 49, 50, 52, 39, 53, 54]
[14, 35, 40, 16, 42, 49, 52, 39, 51, 53, 54]
[14, 35, 40, 16, 42, 50, 52, 39, 51, 53, 54]
[14, 35, 40, 16, 49, 43, 50, 52, 39, 44, 51]
[14, 35, 40, 16, 49, 43, 50, 39, 44, 51, 53]
[14, 35, 40, 16, 49, 43, 50, 39, 44, 51, 54]
[14, 35, 40, 16, 49, 43, 50, 52, 39, 44, 53]
[14, 35, 40, 16, 49, 43, 50, 52, 39, 44, 54]
[14, 35, 40, 16, 49, 43, 50, 39, 44, 53, 54]
[14, 35, 40, 16, 49, 43, 52, 39, 44, 51, 53]
[14, 35, 40, 16, 49, 43, 52, 39, 44, 51, 54]
[14, 35, 40, 16, 49, 43, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 49, 43, 52, 39, 44, 53, 54]
[14, 35, 40, 16, 43, 50, 52, 39, 44, 51, 53]
[14, 35, 40, 16, 43, 50, 52, 39, 44, 51, 54]
[14, 35, 40, 16, 43, 50, 39, 44, 51, 53, 54]
[14, 35, 40, 16, 43, 50, 52, 39, 44, 53, 54]
