[[2], [3, 5], [4], [6, 7]]
[10, 40, 49, 8, 17, 52, 51]
[10, 40, 49, 8, 17, 51, 53]
[10, 40, 49, 8, 17, 51, 54]
[10, 40, 49, 8, 17, 52, 53]
[10, 40, 49, 8, 17, 52, 54]
[10, 40, 49, 8, 17, 53, 54]
[10, 40, 8, 17, 50, 52, 51]
[10, 40, 8, 17, 50, 51, 53]
[10, 40, 8, 17, 50, 51, 54]
[10, 40, 8, 17, 50, 52, 53]
[10, 40, 8, 17, 50, 52, 54]
[10, 40, 8, 17, 50, 53, 54]
[10, 40, 8, 17, 52, 51, 53]
[10, 40, 8, 17, 52, 51, 54]
[10, 40, 8, 17, 51, 53, 54]
[10, 40, 8, 17, 52, 53, 54]
[10, 42, 49, 8, 17, 43, 44]
[10, 42, 8, 17, 43, 50, 44]
[10, 42, 8, 17, 43, 44, 51]
[10, 42, 8, 17, 43, 52, 44]
[10, 42, 8, 17, 43, 44, 53]
[10, 42, 8, 17, 43, 44, 54]
[10, 42, 49, 8, 17, 43, 50]
[10, 42, 49, 8, 17, 43, 51]
[10, 42, 49, 8, 17, 43, 52]
[10, 42, 49, 8, 17, 43, 53]
[10, 42, 49, 8, 17, 43, 54]
[10, 42, 8, 17, 43, 50, 51]
[10, 42, 8, 17, 43, 50, 52]
[10, 42, 8, 17, 43, 50, 53]
[10, 42, 8, 17, 43, 50, 54]
[10, 42, 8, 17, 43, 52, 51]
[10, 42, 8, 17, 43, 51, 53]
[10, 42, 8, 17, 43, 51, 54]
[10, 42, 8, 17, 43, 52, 53]
[10, 42, 8, 17, 43, 52, 54]
[10, 42, 8, 17, 43, 53, 54]
[10, 42, 49, 8, 17, 50, 44]
[10, 42, 49, 8, 17, 44, 51]
[10, 42, 49, 8, 17, 52, 44]
[10, 42, 49, 8, 17, 44, 53]
[10, 42, 49, 8, 17, 44, 54]
[10, 42, 8, 17, 50, 44, 51]
[10, 42, 8, 17, 50, 52, 44]
[10, 42, 8, 17, 50, 44, 53]
[10, 42, 8, 17, 50, 44, 54]
[10, 42, 8, 17, 52, 44, 51]
[10, 42, 8, 17, 44, 51, 53]
[10, 42, 8, 17, 44, 51, 54]
[10, 42, 8, 17, 52, 44, 53]
[10, 42, 8, 17, 52, 44, 54]
[10, 42, 8, 17, 44, 53, 54]
[10, 42, 49, 8, 17, 50, 51]
[10, 42, 49, 8, 17, 50, 52]
[10, 42, 49, 8, 17, 50, 53]
[10, 42, 49, 8, 17, 50, 54]
[10, 42, 49, 8, 17, 52, 51]
[10, 42, 49, 8, 17, 51, 53]
[10, 42, 49, 8, 17, 51, 54]
[10, 42, 49, 8, 17, 52, 53]
[10, 42, 49, 8, 17, 52, 54]
[10, 42, 49, 8, 17, 53, 54]
[10, 42, 8, 17, 50, 52, 51]
[10, 42, 8, 17, 50, 51, 53]
[10, 42, 8, 17, 50, 51, 54]
[10, 42, 8, 17, 50, 52, 53]
[10, 42, 8, 17, 50, 52, 54]
[10, 42, 8, 17, 50, 53, 54]
[10, 42, 8, 17, 52, 51, 53]
[10, 42, 8, 17, 52, 51, 54]
[10, 42, 8, 17, 51, 53, 54]
[10, 42, 8, 17, 52, 53, 54]
[10, 49, 8, 17, 43, 50, 44]
[10, 49, 8, 17, 43, 44, 51]
[10, 49, 8, 17, 43, 52, 44]
[10, 49, 8, 17, 43, 44, 53]
[10, 49, 8, 17, 43, 44, 54]
[10, 8, 17, 43, 50, 44, 51]
[10, 8, 17, 43, 50, 52, 44]
[10, 8, 17, 43, 50, 44, 53]
[10, 8, 17, 43, 50, 44, 54]
[10, 8, 17, 43, 52, 44, 51]
[10, 8, 17, 43, 44, 51, 53]
[10, 8, 17, 43, 44, 51, 54]
[10, 8, 17, 43, 52, 44, 53]
[10, 8, 17, 43, 52, 44, 54]
[10, 8, 17, 43, 44, 53, 54]
[10, 49, 8, 17, 43, 50, 51]
[10, 49, 8, 17, 43, 50, 52]
[10, 49, 8, 17, 43, 50, 53]
[10, 49, 8, 17, 43, 50, 54]
[10, 49, 8, 17, 43, 52, 51]
[10, 49, 8, 17, 43, 51, 53]
[10, 49, 8, 17, 43, 51, 54]
[10, 49, 8, 17, 43, 52, 53]
[10, 49, 8, 17, 43, 52, 54]
[10, 49, 8, 17, 43, 53, 54]
[10, 8, 17, 43, 50, 52, 51]
[10, 8, 17, 43, 50, 51, 53]
[10, 8, 17, 43, 50, 51, 54]
[10, 8, 17, 43, 50, 52, 53]
[10, 8, 17, 43, 50, 52, 54]
[10, 8, 17, 43, 50, 53, 54]
[10, 8, 17, 43, 52, 51, 53]
[10, 8, 17, 43, 52, 51, 54]
[10, 8, 17, 43, 51, 53, 54]
[10, 8, 17, 43, 52, 53, 54]
[10, 49, 8, 17, 50, 44, 51]
[10, 49, 8, 17, 50, 52, 44]
[10, 49, 8, 17, 50, 44, 53]
[10, 49, 8, 17, 50, 44, 54]
[10, 49, 8, 17, 52, 44, 51]
[10, 49, 8, 17, 44, 51, 53]
[10, 49, 8, 17, 44, 51, 54]
[10, 49, 8, 17, 52, 44, 53]
[10, 49, 8, 17, 52, 44, 54]
[10, 49, 8, 17, 44, 53, 54]
[10, 8, 17, 50, 52, 44, 51]
[10, 8, 17, 50, 44, 51, 53]
[10, 8, 17, 50, 44, 51, 54]
[10, 8, 17, 50, 52, 44, 53]
[10, 8, 17, 50, 52, 44, 54]
[10, 8, 17, 50, 44, 53, 54]
[10, 8, 17, 52, 44, 51, 53]
[10, 8, 17, 52, 44, 51, 54]
[10, 8, 17, 44, 51, 53, 54]
[10, 8, 17, 52, 44, 53, 54]
[10, 49, 8, 17, 50, 52, 51]
[10, 49, 8, 17, 50, 51, 53]
[10, 49, 8, 17, 50, 51, 54]
[10, 49, 8, 17, 50, 52, 53]
[10, 49, 8, 17, 50, 52, 54]
[10, 49, 8, 17, 50, 53, 54]
[10, 49, 8, 17, 52, 51, 53]
[10, 49, 8, 17, 52, 51, 54]
[10, 49, 8, 17, 51, 53, 54]
[10, 49, 8, 17, 52, 53, 54]
[10, 8, 17, 50, 52, 51, 53]
[10, 8, 17, 50, 52, 51, 54]
[10, 8, 17, 50, 51, 53, 54]
[10, 8, 17, 50, 52, 53, 54]
[10, 8, 17, 52, 51, 53, 54]
[10, 40, 42, 8, 43, 18, 44]
[10, 40, 42, 49, 8, 43, 18]
[10, 40, 42, 8, 43, 50, 18]
[10, 40, 42, 8, 43, 18, 51]
[10, 40, 42, 8, 43, 52, 18]
[10, 40, 42, 8, 43, 18, 53]
[10, 40, 42, 8, 43, 18, 54]
[10, 40, 42, 49, 8, 18, 44]
[10, 40, 42, 8, 50, 18, 44]
[10, 40, 42, 8, 18, 44, 51]
[10, 40, 42, 8, 52, 18, 44]
[10, 40, 42, 8, 18, 44, 53]
[10, 40, 42, 8, 18, 44, 54]
[10, 40, 42, 49, 8, 50, 18]
[10, 40, 42, 49, 8, 18, 51]
[10, 40, 42, 49, 8, 52, 18]
[10, 40, 42, 49, 8, 18, 53]
[10, 40, 42, 49, 8, 18, 54]
[10, 40, 42, 8, 50, 18, 51]
[10, 40, 42, 8, 50, 52, 18]
[10, 40, 42, 8, 50, 18, 53]
[10, 40, 42, 8, 50, 18, 54]
[10, 40, 42, 8, 52, 18, 51]
[10, 40, 42, 8, 18, 51, 53]
[10, 40, 42, 8, 18, 51, 54]
[10, 40, 42, 8, 52, 18, 53]
[10, 40, 42, 8, 52, 18, 54]
[10, 40, 42, 8, 18, 53, 54]
[10, 40, 49, 8, 43, 18, 44]
[10, 40, 8, 43, 50, 18, 44]
[10, 40, 8, 43, 18, 44, 51]
[10, 40, 8, 43, 52, 18, 44]
[10, 40, 8, 43, 18, 44, 53]
[10, 40, 8, 43, 18, 44, 54]
[10, 40, 49, 8, 43, 50, 18]
[10, 40, 49, 8, 43, 18, 51]
[10, 40, 49, 8, 43, 52, 18]
[10, 40, 49, 8, 43, 18, 53]
[10, 40, 49, 8, 43, 18, 54]
[10, 40, 8, 43, 50, 18, 51]
[10, 40, 8, 43, 50, 52, 18]
[10, 40, 8, 43, 50, 18, 53]
[10, 40, 8, 43, 50, 18, 54]
[10, 40, 8, 43, 52, 18, 51]
[10, 40, 8, 43, 18, 51, 53]
[10, 40, 8, 43, 18, 51, 54]
[10, 40, 8, 43, 52, 18, 53]
[10, 40, 8, 43, 52, 18, 54]
[10, 40, 8, 43, 18, 53, 54]
[10, 40, 49, 8, 50, 18, 44]
[10, 40, 49, 8, 18, 44, 51]
[10, 40, 49, 8, 52, 18, 44]
[10, 40, 49, 8, 18, 44, 53]
[10, 40, 49, 8, 18, 44, 54]
[10, 40, 8, 50, 18, 44, 51]
[10, 40, 8, 50, 52, 18, 44]
[10, 40, 8, 50, 18, 44, 53]
[10, 40, 8, 50, 18, 44, 54]
[10, 40, 8, 52, 18, 44, 51]
[10, 40, 8, 18, 44, 51, 53]
[10, 40, 8, 18, 44, 51, 54]
[10, 40, 8, 52, 18, 44, 53]
[10, 40, 8, 52, 18, 44, 54]
[10, 40, 8, 18, 44, 53, 54]
[10, 40, 49, 8, 50, 18, 51]
[10, 40, 49, 8, 50, 52, 18]
[10, 40, 49, 8, 50, 18, 53]
[10, 40, 49, 8, 50, 18, 54]
[10, 40, 49, 8, 52, 18, 51]
[10, 40, 49, 8, 18, 51, 53]
[10, 40, 49, 8, 18, 51, 54]
[10, 40, 49, 8, 52, 18, 53]
[10, 40, 49, 8, 52, 18, 54]
[10, 40, 49, 8, 18, 53, 54]
[10, 40, 8, 50, 52, 18, 51]
[10, 40, 8, 50, 18, 51, 53]
[10, 40, 8, 50, 18, 51, 54]
[10, 40, 8, 50, 52, 18, 53]
[10, 40, 8, 50, 52, 18, 54]
[10, 40, 8, 50, 18, 53, 54]
[10, 40, 8, 52, 18, 51, 53]
[10, 40, 8, 52, 18, 51, 54]
[10, 40, 8, 18, 51, 53, 54]
[10, 40, 8, 52, 18, 53, 54]
[10, 42, 49, 8, 43, 18, 44]
[10, 42, 8, 43, 50, 18, 44]
[10, 42, 8, 43, 18, 44, 51]
[10, 42, 8, 43, 52, 18, 44]
[10, 42, 8, 43, 18, 44, 53]
[10, 42, 8, 43, 18, 44, 54]
[10, 42, 49, 8, 43, 50, 18]
[10, 42, 49, 8, 43, 18, 51]
[10, 42, 49, 8, 43, 52, 18]
[10, 42, 49, 8, 43, 18, 53]
[10, 42, 49, 8, 43, 18, 54]
[10, 42, 8, 43, 50, 18, 51]
[10, 42, 8, 43, 50, 52, 18]
[10, 42, 8, 43, 50, 18, 53]
[10, 42, 8, 43, 50, 18, 54]
[10, 42, 8, 43, 52, 18, 51]
[10, 42, 8, 43, 18, 51, 53]
[10, 42, 8, 43, 18, 51, 54]
[10, 42, 8, 43, 52, 18, 53]
[10, 42, 8, 43, 52, 18, 54]
[10, 42, 8, 43, 18, 53, 54]
[10, 42, 49, 8, 50, 18, 44]
[10, 42, 49, 8, 18, 44, 51]
[10, 42, 49, 8, 52, 18, 44]
[10, 42, 49, 8, 18, 44, 53]
[10, 42, 49, 8, 18, 44, 54]
[10, 42, 8, 50, 18, 44, 51]
[10, 42, 8, 50, 52, 18, 44]
[10, 42, 8, 50, 18, 44, 53]
[10, 42, 8, 50, 18, 44, 54]
[10, 42, 8, 52, 18, 44, 51]
[10, 42, 8, 18, 44, 51, 53]
[10, 42, 8, 18, 44, 51, 54]
[10, 42, 8, 52, 18, 44, 53]
[10, 42, 8, 52, 18, 44, 54]
[10, 42, 8, 18, 44, 53, 54]
[10, 42, 49, 8, 50, 18, 51]
[10, 42, 49, 8, 50, 52, 18]
[10, 42, 49, 8, 50, 18, 53]
[10, 42, 49, 8, 50, 18, 54]
[10, 42, 49, 8, 52, 18, 51]
[10, 42, 49, 8, 18, 51, 53]
[10, 42, 49, 8, 18, 51, 54]
[10, 42, 49, 8, 52, 18, 53]
[10, 42, 49, 8, 52, 18, 54]
[10, 42, 49, 8, 18, 53, 54]
[10, 42, 8, 50, 52, 18, 51]
[10, 42, 8, 50, 18, 51, 53]
[10, 42, 8, 50, 18, 51, 54]
[10, 42, 8, 50, 52, 18, 53]
[10, 42, 8, 50, 52, 18, 54]
[10, 42, 8, 50, 18, 53, 54]
[10, 42, 8, 52, 18, 51, 53]
[10, 42, 8, 52, 18, 51, 54]
[10, 42, 8, 18, 51, 53, 54]
[10, 42, 8, 52, 18, 53, 54]
[10, 49, 8, 43, 50, 18, 44]
[10, 49, 8, 43, 18, 44, 51]
[10, 49, 8, 43, 52, 18, 44]
[10, 49, 8, 43, 18, 44, 53]
[10, 49, 8, 43, 18, 44, 54]
[10, 8, 43, 50, 18, 44, 51]
[10, 8, 43, 50, 52, 18, 44]
[10, 8, 43, 50, 18, 44, 53]
[10, 8, 43, 50, 18, 44, 54]
[10, 8, 43, 52, 18, 44, 51]
[10, 8, 43, 18, 44, 51, 53]
[10, 8, 43, 18, 44, 51, 54]
[10, 8, 43, 52, 18, 44, 53]
[10, 8, 43, 52, 18, 44, 54]
[10, 8, 43, 18, 44, 53, 54]
[10, 49, 8, 43, 50, 18, 51]
[10, 49, 8, 43, 50, 52, 18]
[10, 49, 8, 43, 50, 18, 53]
[10, 49, 8, 43, 50, 18, 54]
[10, 49, 8, 43, 52, 18, 51]
[10, 49, 8, 43, 18, 51, 53]
[10, 49, 8, 43, 18, 51, 54]
[10, 49, 8, 43, 52, 18, 53]
[10, 49, 8, 43, 52, 18, 54]
[10, 49, 8, 43, 18, 53, 54]
[10, 8, 43, 50, 52, 18, 51]
[10, 8, 43, 50, 18, 51, 53]
[10, 8, 43, 50, 18, 51, 54]
[10, 8, 43, 50, 52, 18, 53]
[10, 8, 43, 50, 52, 18, 54]
[10, 8, 43, 50, 18, 53, 54]
[10, 8, 43, 52, 18, 51, 53]
[10, 8, 43, 52, 18, 51, 54]
[10, 8, 43, 18, 51, 53, 54]
[10, 8, 43, 52, 18, 53, 54]
[10, 49, 8, 50, 18, 44, 51]
[10, 49, 8, 50, 52, 18, 44]
[10, 49, 8, 50, 18, 44, 53]
[10, 49, 8, 50, 18, 44, 54]
[10, 49, 8, 52, 18, 44, 51]
[10, 49, 8, 18, 44, 51, 53]
[10, 49, 8, 18, 44, 51, 54]
[10, 49, 8, 52, 18, 44, 53]
[10, 49, 8, 52, 18, 44, 54]
[10, 49, 8, 18, 44, 53, 54]
[10, 8, 50, 52, 18, 44, 51]
[10, 8, 50, 18, 44, 51, 53]
[10, 8, 50, 18, 44, 51, 54]
[10, 8, 50, 52, 18, 44, 53]
[10, 8, 50, 52, 18, 44, 54]
[10, 8, 50, 18, 44, 53, 54]
[10, 8, 52, 18, 44, 51, 53]
[10, 8, 52, 18, 44, 51, 54]
[10, 8, 18, 44, 51, 53, 54]
[10, 8, 52, 18, 44, 53, 54]
[10, 49, 8, 50, 52, 18, 51]
[10, 49, 8, 50, 18, 51, 53]
[10, 49, 8, 50, 18, 51, 54]
[10, 49, 8, 50, 52, 18, 53]
[10, 49, 8, 50, 52, 18, 54]
[10, 49, 8, 50, 18, 53, 54]
[10, 49, 8, 52, 18, 51, 53]
[10, 49, 8, 52, 18, 51, 54]
[10, 49, 8, 18, 51, 53, 54]
[10, 49, 8, 52, 18, 53, 54]
[10, 8, 50, 52, 18, 51, 53]
[10, 8, 50, 52, 18, 51, 54]
[10, 8, 50, 18, 51, 53, 54]
[10, 8, 50, 52, 18, 53, 54]
[10, 8, 52, 18, 51, 53, 54]
[10, 40, 42, 49, 8, 43, 44]
[10, 40, 42, 8, 43, 50, 44]
[10, 40, 42, 8, 43, 44, 51]
[10, 40, 42, 8, 43, 52, 44]
[10, 40, 42, 8, 43, 44, 53]
[10, 40, 42, 8, 43, 44, 54]
[10, 40, 42, 49, 8, 43, 50]
[10, 40, 42, 49, 8, 43, 51]
[10, 40, 42, 49, 8, 43, 52]
[10, 40, 42, 49, 8, 43, 53]
[10, 40, 42, 49, 8, 43, 54]
[10, 40, 42, 8, 43, 50, 51]
[10, 40, 42, 8, 43, 50, 52]
[10, 40, 42, 8, 43, 50, 53]
[10, 40, 42, 8, 43, 50, 54]
[10, 40, 42, 8, 43, 52, 51]
[10, 40, 42, 8, 43, 51, 53]
[10, 40, 42, 8, 43, 51, 54]
[10, 40, 42, 8, 43, 52, 53]
[10, 40, 42, 8, 43, 52, 54]
[10, 40, 42, 8, 43, 53, 54]
[10, 40, 42, 49, 8, 50, 44]
[10, 40, 42, 49, 8, 44, 51]
[10, 40, 42, 49, 8, 52, 44]
[10, 40, 42, 49, 8, 44, 53]
[10, 40, 42, 49, 8, 44, 54]
[10, 40, 42, 8, 50, 44, 51]
[10, 40, 42, 8, 50, 52, 44]
[10, 40, 42, 8, 50, 44, 53]
[10, 40, 42, 8, 50, 44, 54]
[10, 40, 42, 8, 52, 44, 51]
[10, 40, 42, 8, 44, 51, 53]
[10, 40, 42, 8, 44, 51, 54]
[10, 40, 42, 8, 52, 44, 53]
[10, 40, 42, 8, 52, 44, 54]
[10, 40, 42, 8, 44, 53, 54]
[10, 40, 42, 49, 8, 50, 51]
[10, 40, 42, 49, 8, 50, 52]
[10, 40, 42, 49, 8, 50, 53]
[10, 40, 42, 49, 8, 50, 54]
[10, 40, 42, 49, 8, 52, 51]
[10, 40, 42, 49, 8, 51, 53]
[10, 40, 42, 49, 8, 51, 54]
[10, 40, 42, 49, 8, 52, 53]
[10, 40, 42, 49, 8, 52, 54]
[10, 40, 42, 49, 8, 53, 54]
[10, 40, 42, 8, 50, 52, 51]
[10, 40, 42, 8, 50, 51, 53]
[10, 40, 42, 8, 50, 51, 54]
[10, 40, 42, 8, 50, 52, 53]
[10, 40, 42, 8, 50, 52, 54]
[10, 40, 42, 8, 50, 53, 54]
[10, 40, 42, 8, 52, 51, 53]
[10, 40, 42, 8, 52, 51, 54]
[10, 40, 42, 8, 51, 53, 54]
[10, 40, 42, 8, 52, 53, 54]
[10, 40, 49, 8, 43, 50, 44]
[10, 40, 49, 8, 43, 44, 51]
[10, 40, 49, 8, 43, 52, 44]
[10, 40, 49, 8, 43, 44, 53]
[10, 40, 49, 8, 43, 44, 54]
[10, 40, 8, 43, 50, 44, 51]
[10, 40, 8, 43, 50, 52, 44]
[10, 40, 8, 43, 50, 44, 53]
[10, 40, 8, 43, 50, 44, 54]
[10, 40, 8, 43, 52, 44, 51]
[10, 40, 8, 43, 44, 51, 53]
[10, 40, 8, 43, 44, 51, 54]
[10, 40, 8, 43, 52, 44, 53]
[10, 40, 8, 43, 52, 44, 54]
[10, 40, 8, 43, 44, 53, 54]
[10, 40, 49, 8, 43, 50, 51]
[10, 40, 49, 8, 43, 50, 52]
[10, 40, 49, 8, 43, 50, 53]
[10, 40, 49, 8, 43, 50, 54]
[10, 40, 49, 8, 43, 52, 51]
[10, 40, 49, 8, 43, 51, 53]
[10, 40, 49, 8, 43, 51, 54]
[10, 40, 49, 8, 43, 52, 53]
[10, 40, 49, 8, 43, 52, 54]
[10, 40, 49, 8, 43, 53, 54]
[10, 40, 8, 43, 50, 52, 51]
[10, 40, 8, 43, 50, 51, 53]
[10, 40, 8, 43, 50, 51, 54]
[10, 40, 8, 43, 50, 52, 53]
[10, 40, 8, 43, 50, 52, 54]
[10, 40, 8, 43, 50, 53, 54]
[10, 40, 8, 43, 52, 51, 53]
[10, 40, 8, 43, 52, 51, 54]
[10, 40, 8, 43, 51, 53, 54]
[10, 40, 8, 43, 52, 53, 54]
[10, 40, 49, 8, 50, 44, 51]
[10, 40, 49, 8, 50, 52, 44]
[10, 40, 49, 8, 50, 44, 53]
[10, 40, 49, 8, 50, 44, 54]
[10, 40, 49, 8, 52, 44, 51]
[10, 40, 49, 8, 44, 51, 53]
[10, 40, 49, 8, 44, 51, 54]
[10, 40, 49, 8, 52, 44, 53]
[10, 40, 49, 8, 52, 44, 54]
[10, 40, 49, 8, 44, 53, 54]
[10, 40, 8, 50, 52, 44, 51]
[10, 40, 8, 50, 44, 51, 53]
[10, 40, 8, 50, 44, 51, 54]
[10, 40, 8, 50, 52, 44, 53]
[10, 40, 8, 50, 52, 44, 54]
[10, 40, 8, 50, 44, 53, 54]
[10, 40, 8, 52, 44, 51, 53]
[10, 40, 8, 52, 44, 51, 54]
[10, 40, 8, 44, 51, 53, 54]
[10, 40, 8, 52, 44, 53, 54]
[10, 40, 49, 8, 50, 52, 51]
[10, 40, 49, 8, 50, 51, 53]
[10, 40, 49, 8, 50, 51, 54]
[10, 40, 49, 8, 50, 52, 53]
[10, 40, 49, 8, 50, 52, 54]
[10, 40, 49, 8, 50, 53, 54]
[10, 40, 49, 8, 52, 51, 53]
[10, 40, 49, 8, 52, 51, 54]
[10, 40, 49, 8, 51, 53, 54]
[10, 40, 49, 8, 52, 53, 54]
[10, 40, 8, 50, 52, 51, 53]
[10, 40, 8, 50, 52, 51, 54]
[10, 40, 8, 50, 51, 53, 54]
[10, 40, 8, 50, 52, 53, 54]
[10, 40, 8, 52, 51, 53, 54]
[10, 42, 49, 8, 43, 50, 44]
[10, 42, 49, 8, 43, 44, 51]
[10, 42, 49, 8, 43, 52, 44]
[10, 42, 49, 8, 43, 44, 53]
[10, 42, 49, 8, 43, 44, 54]
[10, 42, 8, 43, 50, 44, 51]
[10, 42, 8, 43, 50, 52, 44]
[10, 42, 8, 43, 50, 44, 53]
[10, 42, 8, 43, 50, 44, 54]
[10, 42, 8, 43, 52, 44, 51]
[10, 42, 8, 43, 44, 51, 53]
[10, 42, 8, 43, 44, 51, 54]
[10, 42, 8, 43, 52, 44, 53]
[10, 42, 8, 43, 52, 44, 54]
[10, 42, 8, 43, 44, 53, 54]
[10, 42, 49, 8, 43, 50, 51]
[10, 42, 49, 8, 43, 50, 52]
[10, 42, 49, 8, 43, 50, 53]
[10, 42, 49, 8, 43, 50, 54]
[10, 42, 49, 8, 43, 52, 51]
[10, 42, 49, 8, 43, 51, 53]
[10, 42, 49, 8, 43, 51, 54]
[10, 42, 49, 8, 43, 52, 53]
[10, 42, 49, 8, 43, 52, 54]
[10, 42, 49, 8, 43, 53, 54]
[10, 42, 8, 43, 50, 52, 51]
[10, 42, 8, 43, 50, 51, 53]
[10, 42, 8, 43, 50, 51, 54]
[10, 42, 8, 43, 50, 52, 53]
[10, 42, 8, 43, 50, 52, 54]
[10, 42, 8, 43, 50, 53, 54]
[10, 42, 8, 43, 52, 51, 53]
[10, 42, 8, 43, 52, 51, 54]
[10, 42, 8, 43, 51, 53, 54]
[10, 42, 8, 43, 52, 53, 54]
[10, 42, 49, 8, 50, 44, 51]
[10, 42, 49, 8, 50, 52, 44]
[10, 42, 49, 8, 50, 44, 53]
[10, 42, 49, 8, 50, 44, 54]
[10, 42, 49, 8, 52, 44, 51]
[10, 42, 49, 8, 44, 51, 53]
[10, 42, 49, 8, 44, 51, 54]
[10, 42, 49, 8, 52, 44, 53]
[10, 42, 49, 8, 52, 44, 54]
[10, 42, 49, 8, 44, 53, 54]
[10, 42, 8, 50, 52, 44, 51]
[10, 42, 8, 50, 44, 51, 53]
[10, 42, 8, 50, 44, 51, 54]
[10, 42, 8, 50, 52, 44, 53]
[10, 42, 8, 50, 52, 44, 54]
[10, 42, 8, 50, 44, 53, 54]
[10, 42, 8, 52, 44, 51, 53]
[10, 42, 8, 52, 44, 51, 54]
[10, 42, 8, 44, 51, 53, 54]
[10, 42, 8, 52, 44, 53, 54]
[10, 42, 49, 8, 50, 52, 51]
[10, 42, 49, 8, 50, 51, 53]
[10, 42, 49, 8, 50, 51, 54]
[10, 42, 49, 8, 50, 52, 53]
[10, 42, 49, 8, 50, 52, 54]
[10, 42, 49, 8, 50, 53, 54]
[10, 42, 49, 8, 52, 51, 53]
[10, 42, 49, 8, 52, 51, 54]
[10, 42, 49, 8, 51, 53, 54]
[10, 42, 49, 8, 52, 53, 54]
[10, 42, 8, 50, 52, 51, 53]
[10, 42, 8, 50, 52, 51, 54]
[10, 42, 8, 50, 51, 53, 54]
[10, 42, 8, 50, 52, 53, 54]
[10, 42, 8, 52, 51, 53, 54]
[10, 49, 8, 43, 50, 44, 51]
[10, 49, 8, 43, 50, 52, 44]
[10, 49, 8, 43, 50, 44, 53]
[10, 49, 8, 43, 50, 44, 54]
[10, 49, 8, 43, 52, 44, 51]
[10, 49, 8, 43, 44, 51, 53]
[10, 49, 8, 43, 44, 51, 54]
[10, 49, 8, 43, 52, 44, 53]
[10, 49, 8, 43, 52, 44, 54]
[10, 49, 8, 43, 44, 53, 54]
[10, 8, 43, 50, 52, 44, 51]
[10, 8, 43, 50, 44, 51, 53]
[10, 8, 43, 50, 44, 51, 54]
[10, 8, 43, 50, 52, 44, 53]
[10, 8, 43, 50, 52, 44, 54]
[10, 8, 43, 50, 44, 53, 54]
[10, 8, 43, 52, 44, 51, 53]
[10, 8, 43, 52, 44, 51, 54]
[10, 8, 43, 44, 51, 53, 54]
[10, 8, 43, 52, 44, 53, 54]
[10, 49, 8, 43, 50, 52, 51]
[10, 49, 8, 43, 50, 51, 53]
[10, 49, 8, 43, 50, 51, 54]
[10, 49, 8, 43, 50, 52, 53]
[10, 49, 8, 43, 50, 52, 54]
[10, 49, 8, 43, 50, 53, 54]
[10, 49, 8, 43, 52, 51, 53]
[10, 49, 8, 43, 52, 51, 54]
[10, 49, 8, 43, 51, 53, 54]
[10, 49, 8, 43, 52, 53, 54]
[10, 8, 43, 50, 52, 51, 53]
[10, 8, 43, 50, 52, 51, 54]
[10, 8, 43, 50, 51, 53, 54]
[10, 8, 43, 50, 52, 53, 54]
[10, 8, 43, 52, 51, 53, 54]
[10, 49, 8, 50, 52, 44, 51]
[10, 49, 8, 50, 44, 51, 53]
[10, 49, 8, 50, 44, 51, 54]
[10, 49, 8, 50, 52, 44, 53]
[10, 49, 8, 50, 52, 44, 54]
[10, 49, 8, 50, 44, 53, 54]
[10, 49, 8, 52, 44, 51, 53]
[10, 49, 8, 52, 44, 51, 54]
[10, 49, 8, 44, 51, 53, 54]
[10, 49, 8, 52, 44, 53, 54]
[10, 8, 50, 52, 44, 51, 53]
[10, 8, 50, 52, 44, 51, 54]
[10, 8, 50, 44, 51, 53, 54]
[10, 8, 50, 52, 44, 53, 54]
[10, 8, 52, 44, 51, 53, 54]
[10, 49, 8, 50, 52, 51, 53]
[10, 49, 8, 50, 52, 51, 54]
[10, 49, 8, 50, 51, 53, 54]
[10, 49, 8, 50, 52, 53, 54]
[10, 49, 8, 52, 51, 53, 54]
[10, 8, 50, 52, 51, 53, 54]
[14, 40, 16, 42, 8, 17, 18]
[14, 40, 16, 8, 17, 43, 18]
[14, 40, 16, 8, 17, 18, 44]
[14, 40, 16, 49, 8, 17, 18]
[14, 40, 16, 8, 17, 50, 18]
[14, 40, 16, 8, 17, 18, 51]
[14, 40, 16, 8, 17, 52, 18]
[14, 40, 16, 8, 17, 18, 53]
[14, 40, 16, 8, 17, 18, 54]
[14, 16, 42, 8, 17, 43, 18]
[14, 16, 42, 8, 17, 18, 44]
[14, 16, 42, 49, 8, 17, 18]
[14, 16, 42, 8, 17, 50, 18]
[14, 16, 42, 8, 17, 18, 51]
[14, 16, 42, 8, 17, 52, 18]
[14, 16, 42, 8, 17, 18, 53]
[14, 16, 42, 8, 17, 18, 54]
[14, 16, 8, 17, 43, 18, 44]
[14, 16, 49, 8, 17, 43, 18]
[14, 16, 8, 17, 43, 50, 18]
[14, 16, 8, 17, 43, 18, 51]
[14, 16, 8, 17, 43, 52, 18]
[14, 16, 8, 17, 43, 18, 53]
[14, 16, 8, 17, 43, 18, 54]
[14, 16, 49, 8, 17, 18, 44]
[14, 16, 8, 17, 50, 18, 44]
[14, 16, 8, 17, 18, 44, 51]
[14, 16, 8, 17, 52, 18, 44]
[14, 16, 8, 17, 18, 44, 53]
[14, 16, 8, 17, 18, 44, 54]
[14, 16, 49, 8, 17, 50, 18]
